W,MAR 03:1991,1990-91,Regular Season,00,UTH @ PHL,38,77,2,9,17,22,None,None,27,2,4,17,23,95,16,23,3,3,79,217,28
W,MAR 04:1991,1990-91,Regular Season,00,UTH @ ORL,43,80,2,4,18,22,None,None,28,7,4,11,19,106,16,23,3,3,79,217,28
W,MAR 06:1991,1990-91,Regular Season,00,UTH @ WAS,43,89,4,6,14,16,None,None,27,9,6,14,20,104,16,23,3,3,79,217,28
L,MAR 08:1991,1990-91,Regular Season,00,UTH @ CHI,38,76,2,3,11,15,None,None,30,9,2,16,19,89,16,23,3,3,79,217,28
L,MAR 09:1991,1990-91,Regular Season,00,UTH @ NYK,35,79,1,5,21,29,None,None,23,None,None,None,22,92,16,23,3,3,79,217,28
L,MAR 11:1991,1990-91,Regular Season,00,UTH @ SAN,39,77,5,14,13,18,None,None,28,8,5,14,24,96,16,23,3,3,79,217,28
W,MAR 13:1991,1990-91,Regular Season,00,UTH vs. BOS,46,93,1,7,19,22,None,None,33,9,5,12,18,112,16,23,3,3,79,217,28
L,MAR 15:1991,1990-91,Regular Season,00,UTH vs. POR,36,74,2,9,22,27,None,None,27,3,6,19,22,96,16,23,3,3,79,217,28
W,MAR 16:1991,1990-91,Regular Season,00,UTH @ OKC,40,81,0,2,24,31,None,None,25,None,None,None,24,104,16,23,3,3,79,217,28
W,MAR 20:1991,1990-91,Regular Season,00,UTH @ DEN,39,79,1,10,27,38,None,None,27,8,2,19,19,106,16,23,3,3,79,217,28
W,MAR 21:1991,1990-91,Regular Season,00,UTH vs. CHH,37,82,0,3,26,28,None,None,26,7,5,8,18,100,16,23,3,3,79,217,28
W,MAR 23:1991,1990-91,Regular Season,00,UTH vs. MIN,35,70,3,6,22,26,None,None,27,None,None,None,17,95,16,23,3,3,79,217,28
W,MAR 25:1991,1990-91,Regular Season,00,UTH vs. MIL,43,80,2,20,21,25,None,None,35,7,8,18,13,109,16,23,3,3,79,217,28
L,MAR 27:1991,1990-91,Regular Season,00,UTH @ LAC,34,75,1,10,20,24,None,None,21,10,2,15,19,89,16,23,3,3,79,217,28
L,MAR 28:1991,1990-91,Regular Season,00,UTH @ SAC,31,80,0,3,34,40,None,None,15,9,4,16,28,96,16,23,3,3,79,217,28
L,APR 02:1991,1990-91,Regular Season,00,UTH @ PHX,46,82,2,4,23,29,None,None,29,5,7,12,27,117,16,23,3,3,79,217,28
W,APR 03:1991,1990-91,Regular Season,00,UTH vs. LAC,42,84,0,5,15,22,None,None,32,9,7,15,18,99,16,23,3,3,79,217,28
W,APR 05:1991,1990-91,Regular Season,00,UTH @ DAL,37,77,1,4,18,23,None,None,24,7,4,14,25,93,16,23,3,3,79,217,28
L,APR 06:1991,1990-91,Regular Season,00,UTH @ HOU,36,80,2,4,14,19,None,None,26,None,None,None,19,88,16,23,3,3,79,217,28
W,APR 08:1991,1990-91,Regular Season,00,UTH vs. ORL,40,72,2,3,29,33,None,None,34,9,7,18,26,111,16,23,3,3,79,217,28
W,APR 10:1991,1990-91,Regular Season,00,UTH vs. DAL,35,70,2,20,25,34,None,None,22,7,0,11,17,97,16,23,3,3,79,217,28
L,APR 11:1991,1990-91,Regular Season,00,UTH @ LAL,38,94,1,8,18,24,None,None,27,6,4,12,22,95,16,23,3,3,79,217,28
W,APR 13:1991,1990-91,Regular Season,00,UTH vs. DEN,43,81,0,3,35,44,None,None,34,None,None,None,26,121,16,23,3,3,79,217,28
W,APR 16:1991,1990-91,Regular Season,00,UTH vs. SAC,39,67,1,4,32,36,None,None,24,None,5,15,20,111,16,23,3,3,79,217,28
W,APR 18:1991,1990-91,Regular Season,00,UTH vs. OKC,49,82,5,6,27,32,None,None,32,10,3,14,18,130,16,23,3,3,79,217,28
W,APR 20:1991,1990-91,Regular Season,00,UTH vs. LAL,38,74,2,5,29,37,None,None,28,None,None,None,16,107,16,23,3,3,79,217,28
L,APR 21:1991,1990-91,Regular Season,00,UTH @ GOS,41,90,1,8,23,29,None,None,28,8,1,13,23,106,16,23,3,3,79,217,28
