L,JAN 03:1996,1995-96,Regular Season,00,TOR @ ORL,47,82,4,14,12,16,10,28,34,11,8,17,23,110,21,19,9,27,78,224,25
L,JAN 04:1996,1995-96,Regular Season,00,TOR @ ATL,37,74,6,14,21,29,6,28,24,10,4,24,28,101,21,19,9,27,78,224,25
L,JAN 09:1996,1995-96,Regular Season,00,TOR vs. CHH,42,84,7,14,0,3,10,34,30,6,5,16,27,91,21,19,9,27,78,224,25
L,JAN 11:1996,1995-96,Regular Season,00,TOR vs. ATL,33,78,2,12,11,13,20,29,23,13,4,26,26,79,21,19,9,27,78,224,25
W,JAN 13:1996,1995-96,Regular Season,00,TOR vs. WAS,40,78,4,9,22,32,12,30,25,11,7,15,26,106,21,19,9,27,78,224,25
L,JAN 15:1996,1995-96,Regular Season,00,TOR @ BKN,31,73,6,14,15,20,6,28,18,5,10,21,26,83,21,19,9,27,78,224,25
L,JAN 16:1996,1995-96,Regular Season,00,TOR vs. IND,41,96,4,14,16,26,18,21,21,10,14,11,27,102,21,19,9,27,78,224,25
L,JAN 18:1996,1995-96,Regular Season,00,TOR vs. CHI,38,77,5,16,8,10,11,28,18,9,6,17,23,89,21,19,9,27,78,224,25
W,JAN 21:1996,1995-96,Regular Season,00,TOR vs. BOS,41,89,4,8,11,13,15,31,19,11,8,19,21,97,21,19,9,27,78,224,25
W,JAN 23:1996,1995-96,Regular Season,00,TOR vs. BKN,34,80,4,12,14,22,15,20,25,14,10,13,20,86,21,19,9,27,78,224,25
L,JAN 25:1996,1995-96,Regular Season,00,TOR vs. MEM,39,87,6,15,17,26,13,29,23,11,7,20,25,101,21,19,9,27,78,224,25
L,JAN 27:1996,1995-96,Regular Season,00,TOR @ DEN,33,98,4,17,12,15,21,29,18,6,4,17,17,82,21,19,9,27,78,224,25
L,JAN 30:1996,1995-96,Regular Season,00,TOR @ SAC,28,67,1,14,18,25,8,22,20,9,8,27,23,75,21,19,9,27,78,224,25
L,FEB 02:1996,1995-96,Regular Season,00,TOR @ GOS,45,80,5,13,16,17,13,18,29,9,3,24,26,111,21,19,9,27,78,224,25
W,FEB 03:1996,1995-96,Regular Season,00,TOR @ LAC,45,86,8,16,21,26,15,31,22,10,6,16,27,119,21,19,9,27,78,224,25
L,FEB 05:1996,1995-96,Regular Season,00,TOR vs. POR,37,76,3,5,10,16,13,27,20,10,5,18,22,87,21,19,9,27,78,224,25
L,FEB 07:1996,1995-96,Regular Season,00,TOR vs. MIL,36,74,0,12,16,21,11,27,24,11,7,20,19,88,21,19,9,27,78,224,25
W,FEB 13:1996,1995-96,Regular Season,00,TOR @ MIA,35,81,2,11,26,38,17,36,15,11,3,13,21,98,21,19,9,27,78,224,25
L,FEB 15:1996,1995-96,Regular Season,00,TOR vs. CLE,29,72,4,13,14,21,15,19,19,7,5,14,20,76,21,19,9,27,78,224,25
L,FEB 17:1996,1995-96,Regular Season,00,TOR @ DET,37,84,2,12,19,24,18,23,20,10,5,18,25,95,21,19,9,27,78,224,25
L,FEB 22:1996,1995-96,Regular Season,00,TOR @ UTH,30,66,11,18,15,25,3,25,15,8,11,11,27,86,21,19,9,27,78,224,25
L,FEB 23:1996,1995-96,Regular Season,00,TOR @ PHX,38,72,10,20,19,26,7,23,21,12,3,21,27,105,21,19,9,27,78,224,25
L,FEB 25:1996,1995-96,Regular Season,00,TOR @ DAL,40,89,8,19,10,16,18,30,20,15,6,26,31,98,21,19,9,27,78,224,25
L,FEB 27:1996,1995-96,Regular Season,00,TOR @ HOU,43,91,5,15,9,14,15,25,29,16,1,13,28,100,21,19,9,27,78,224,25
L,FEB 29:1996,1995-96,Regular Season,00,TOR @ SAN,36,78,4,16,19,24,13,18,22,16,3,28,26,95,21,19,9,27,78,224,25
W,MAR 03:1996,1995-96,Regular Season,00,TOR @ CLE,39,63,9,19,13,17,3,26,24,6,2,19,25,100,21,19,9,27,78,224,25
L,MAR 05:1996,1995-96,Regular Season,00,TOR vs. DET,27,73,10,23,20,27,10,23,16,5,4,9,27,84,21,19,9,27,78,224,25
L,MAR 06:1996,1995-96,Regular Season,00,TOR vs. NYK,33,89,3,14,13,25,19,33,23,9,3,14,24,82,21,19,9,27,78,224,25
L,MAR 08:1996,1995-96,Regular Season,00,TOR @ MIA,31,84,4,15,13,19,14,27,15,9,5,28,26,79,21,19,9,27,78,224,25
W,MAR 10:1996,1995-96,Regular Season,00,TOR vs. DAL,49,87,10,17,20,26,16,37,29,10,9,20,18,128,21,19,9,27,78,224,25
L,MAR 12:1996,1995-96,Regular Season,00,TOR @ PHL,43,75,7,16,17,25,9,25,33,12,10,19,21,110,21,19,9,27,78,224,25
L,MAR 15:1996,1995-96,Regular Season,00,TOR @ CHH,41,85,3,17,16,25,17,21,22,8,5,13,26,101,21,19,9,27,78,224,25
L,MAR 17:1996,1995-96,Regular Season,00,TOR @ IND,40,84,6,19,10,13,10,20,23,10,6,12,21,96,21,19,9,27,78,224,25
L,MAR 18:1996,1995-96,Regular Season,00,TOR vs. DEN,45,88,10,24,14,24,15,22,32,7,5,15,30,114,21,19,9,27,78,224,25
W,MAR 20:1996,1995-96,Regular Season,00,TOR vs. CHH,44,79,7,17,12,20,9,35,27,9,6,15,26,107,21,19,9,27,78,224,25
L,MAR 22:1996,1995-96,Regular Season,00,TOR vs. SAN,45,94,6,15,12,18,14,26,28,9,2,13,22,108,21,19,9,27,78,224,25
W,MAR 24:1996,1995-96,Regular Season,00,TOR vs. CHI,42,90,11,17,14,22,20,25,27,9,6,10,17,109,21,19,9,27,78,224,25
L,MAR 26:1996,1995-96,Regular Season,00,TOR vs. ATL,50,86,5,11,6,6,12,22,32,10,7,14,26,111,21,19,9,27,78,224,25
L,MAR 27:1996,1995-96,Regular Season,00,TOR @ PHL,39,80,5,15,11,17,14,22,19,10,4,21,22,94,21,19,9,27,78,224,25
L,MAR 29:1996,1995-96,Regular Season,00,TOR vs. ORL,32,89,5,19,17,24,20,28,21,11,11,19,17,86,21,19,9,27,78,224,25
L,MAR 31:1996,1995-96,Regular Season,00,TOR vs. LAL,41,84,4,14,20,31,11,30,32,9,4,12,20,106,21,19,9,27,78,224,25
W,APR 02:1996,1995-96,Regular Season,00,TOR vs. LAC,42,86,7,15,13,24,9,34,30,9,14,19,20,104,21,19,9,27,78,224,25
L,APR 04:1996,1995-96,Regular Season,00,TOR vs. CLE,31,78,2,9,13,20,18,22,16,5,5,16,21,77,21,19,9,27,78,224,25
L,APR 06:1996,1995-96,Regular Season,00,TOR vs. NYK,37,90,6,19,26,32,10,31,20,12,6,18,18,106,21,19,9,27,78,224,25
L,APR 08:1996,1995-96,Regular Season,00,TOR @ MIN,38,89,5,17,20,26,17,28,22,10,10,19,24,101,21,19,9,27,78,224,25
W,APR 09:1996,1995-96,Regular Season,00,TOR @ MIL,40,87,5,10,17,23,16,28,24,11,3,15,21,102,21,19,9,27,78,224,25
L,APR 12:1996,1995-96,Regular Season,00,TOR @ BOS,41,86,2,10,24,35,18,28,23,8,4,25,22,108,21,19,9,27,78,224,25
L,APR 14:1996,1995-96,Regular Season,00,TOR @ WAS,35,88,4,15,23,28,19,33,14,6,8,18,19,97,21,19,9,27,78,224,25
L,APR 15:1996,1995-96,Regular Season,00,TOR @ NYK,29,73,4,16,17,24,12,25,20,10,3,24,13,79,21,19,9,27,78,224,25
L,APR 17:1996,1995-96,Regular Season,00,TOR @ BKN,41,86,5,11,8,10,13,25,22,10,5,18,17,95,21,19,9,27,78,224,25
W,APR 19:1996,1995-96,Regular Season,00,TOR vs. WAS,37,75,6,13,27,34,9,34,22,11,7,19,26,107,21,19,9,27,78,224,25
L,APR 21:1996,1995-96,Regular Season,00,TOR vs. PHL,42,89,8,18,13,23,22,27,31,11,10,28,20,105,21,19,9,27,78,224,25
